ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
ZW-S130,35,0.454545455,0.190485478,-0.023128986,0.788321168,0.873684211,0.552631579,0.161729796,0.007959498,1,0.007352941,0,0.007247143,0.002474608,44.900239,3.412776759,30.34940033,0.438551875,0.469318871,0.139277671
ZW-S131,34,0.441558442,0.173467799,-0.024309771,0.824817518,0.820175439,0.565789474,0.146224413,0.006416779,1,0.007352941,0,0.007247143,0.001938565,68.65086004,3.45723073,31.72898862,0.458487063,0.440503493,0.12142119
ZW-S132,38,0.493506494,0.237509702,-0.020065534,0.715328467,0.864035088,0.513157895,0.163462105,0.009321456,1,0.007352941,0,0.007247143,0.003000403,35.53298823,3.438400244,31.13710654,0.449934308,0.480771169,0.146088839
ZW-S133,30,0.38961039,0.103033345,-0.029898889,0.861313869,0.859649123,0.618421053,0.160356745,0.004346301,1,0.007352941,0,0.007247143,0.001804347,99.74449019,3.342356063,28.28569113,0.40873107,0.481585299,0.070623953
ZW-S134,38,0.493506494,0.644784091,-0.009347787,0.708029197,0.977941176,0.513157895,0.437826733,0.134670393,1,0.007352941,0,0.007247143,0.012547881,11.99502673,2.344085749,10.42373846,0.150624065,0.35313503,0.381774623
ZW-S135,61,0.792207792,0.835845913,-0.002691051,0.087591241,0.863573407,0.210526316,0.145140336,0.026070539,1,0.007352941,0.000250689,0.007247143,0.008448658,28.29868822,3.731524665,41.74270333,0.603186244,0.567144229,0.134413051
ZW-S136,36,0.467532468,0.186723742,-0.022591007,0.766423358,0.832236842,0.539473684,0.152804719,0.007464265,1,0.007352941,0,0.007247143,0.00255126,45.27121887,3.458993588,31.78497162,0.459296023,0.531890736,0.117895221
ZW-S137,58,0.753246753,0.974921192,-0.000432393,0.211678832,0.84273183,0.25,0.148077211,0.037617925,1,0.007352941,0.004637754,0.007247143,0.010603595,22.58217914,3.642600899,38.19103869,0.551864334,0.540850818,0.158934346
ZW-S138,60,0.779220779,1.017935893,0.000298932,0.116788321,0.875822368,0.223684211,0.156860754,0.034817263,1,0.007352941,0.012952285,0.007247143,0.013503228,21.33005973,3.636037525,37.94119743,0.548254103,0.567164899,0.143230416
ZW-S139,58,0.753246753,0.647643315,-0.006075115,0.248175182,0.910755149,0.25,0.160324387,0.027946656,1,0.007352941,0,0.007247143,0.007019652,29.78469396,3.690373192,40.05979417,0.578868038,0.609743064,0.13424257
ZW-S140,50,0.649350649,0.482626866,-0.010347463,0.489051095,0.870175439,0.355263158,0.157431011,0.017276256,1,0.007352941,0,0.007247143,0.006932124,24.62020542,3.574165512,35.6648465,0.515360604,0.550769343,0.131514977
ZW-S141,55,0.714285714,0.531606875,-0.008516239,0.372262774,0.944931774,0.289473684,0.203793903,0.038272993,1,0.007352941,0,0.007247143,0.005639183,33.38653424,3.567286628,35.42035406,0.511827664,0.554199063,0.170768758
ZW-S142,61,0.792207792,1.107689671,0.001765404,0.072992701,0.965311005,0.210526316,0.287156545,0.100388572,1,0.007352941,0.007687808,0.007247143,0.011723453,22.35371144,3.249781253,25.78469896,0.372591483,0.497162365,0.255203518
ZW-S143,14,0.181818182,0.051105573,-0.067778173,0.99270073,0.965789474,0.828947368,0.325068094,0.005491015,1.00729927,0.003676471,0,0.007220694,0.001008441,28.97294493,2.443305671,11.5110296,0.166335531,0.201860936,0.1252175
ZW-S144,40,0.519480519,0.206383157,-0.019840421,0.686131387,0.75877193,0.486842105,0.134775613,0.006753352,1,0.007352941,0,0.007247143,0.002557261,56.96351983,3.585106127,36.05718417,0.521029923,0.54421703,0.108206559
ZW-S145,20,0.25974026,0.08224161,-0.045887919,0.96350365,0.94924812,0.75,0.29155228,0.006981068,1,0.007352941,0,0.007247143,0.001814284,20.37494502,2.687219026,14.69076443,0.212283017,0.329673752,0.145551765
ZW-S146,24,0.311688312,0.094472795,-0.0377303,0.941605839,0.907894737,0.697368421,0.205546047,0.005474597,1,0.007352941,0,0.007247143,0.001647044,43.62044325,3.059489109,21.31666389,0.308027928,0.365646656,0.107145243
ZW-S147,59,0.766233766,0.637280005,-0.006147797,0.175182482,0.903708134,0.236842105,0.15866074,0.024563619,1,0.007352941,0,0.007247143,0.007306721,30.17943904,3.672901664,39.36596711,0.568842168,0.586621148,0.132211441
ZW-S148,25,0.324675325,0.143721092,-0.034251156,0.934306569,0.923684211,0.684210526,0.211392432,0.009176447,1,0.007352941,0,0.007247143,0.00160101,42.63330361,3.07042201,21.55099548,0.311414043,0.337927276,0.159185024
ZW-S149,34,0.441558442,0.169112716,-0.024437861,0.817518248,0.892105263,0.565789474,0.167390561,0.007910388,1,0.007352941,0,0.007247143,0.002191279,58.93533729,3.389857902,29.6617371,0.428615072,0.484263124,0.125843191
ZW-S150,55,0.714285714,0.570753897,-0.007804475,0.364963504,0.83805668,0.289473684,0.125100746,0.017740857,1,0.007352941,0,0.007247143,0.00699072,27.82851187,3.769531241,43.35973479,0.626552511,0.604271957,0.110399891
