ID,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,resource.range,species.specificity.index,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.generality,proportional.similarity,d
ET236,46,0.707692308,0.351945848,-0.014088134,0.106382979,0.965734649,0.296875,0.318110931,0.046325904,1,0.005347594,0,0.005291303,0.003545386,19.82284007,3.053589665,21.19127765,0.393470659,0.477113438,0.231785471
ET237,50,0.769230769,0.437168215,-0.011256636,0.021276596,0.888719512,0.234375,0.176492704,0.019411535,1,0.005347594,0.007514873,0.005291303,0.007132768,16.32099325,3.431264087,30.9156982,0.574029577,0.541330295,0.129248431
ET238,45,0.692307692,0.850941118,-0.00331242,0.132978723,0.893637048,0.3125,0.165832918,0.03388949,1,0.005347594,0.014020805,0.005291303,0.012294456,10.99321725,3.457183795,31.72749944,0.589102758,0.625575692,0.131196519
ET24,24,0.369230769,0.079542185,-0.038352409,0.792553191,0.962053571,0.640625,0.31601753,0.008031943,1,0.005347594,0,0.005291303,0.001279016,19.10171204,2.729278484,15.32182808,0.284489208,0.390494438,0.196437109
ET240,49,0.753846154,0.506915816,-0.010062943,0.058510638,0.884277344,0.25,0.182298329,0.022210588,1,0.005347594,0.009115263,0.005291303,0.005050081,17.54208503,3.397499374,29.88926465,0.554971194,0.500227743,0.167162073
ET241,40,0.615384615,1.435275543,0.010881889,0.35106383,0.796875,0.390625,0.16597622,0.057758379,1,0.005347594,0.095118812,0.005291303,0.024578509,7.769098446,3.350589343,28.51953647,0.529538662,0.565346648,0.159371496
ET242,39,0.6,0.273814806,-0.018620133,0.425531915,0.933779762,0.40625,0.222883758,0.017902142,1,0.005347594,0,0.005291303,0.002383815,21.56625489,3.226676763,25.19578612,0.467824675,0.505305058,0.174864477
ET243,49,0.753846154,0.491557124,-0.010376385,0.053191489,0.868675595,0.25,0.162017899,0.018035262,1,0.005347594,0.03190342,0.005291303,0.008503674,14.73583837,3.487452621,32.70253577,0.60720682,0.626157254,0.10343417
ET248,45,0.692307692,1.178397532,0.00396439,0.127659574,0.9609375,0.3125,0.299655456,0.110916935,1,0.005347594,0.023344814,0.005291303,0.014227233,10.39998269,3.028460331,20.66539022,0.383706204,0.456797672,0.279068707
ET25,19,0.292307692,0.087343127,-0.048034572,0.877659574,0.89453125,0.71875,0.243743246,0.00441324,1,0.005347594,0,0.005291303,0.000747666,20.86796957,2.774160839,16.02517364,0.29754863,0.284285184,0.180348825
ET252,43,0.661538462,0.600292438,-0.009295525,0.196808511,0.820638021,0.34375,0.158979419,0.022187838,1,0.005347594,0.000661031,0.005291303,0.012941654,10.6160847,3.415627132,30.43603087,0.565123317,0.632983585,0.100841471
ET253,42,0.646153846,0.216389043,-0.018657404,0.281914894,0.863541667,0.359375,0.177608201,0.009796012,1,0.005347594,0,0.005291303,0.003202155,19.73817578,3.337993125,28.16255122,0.522910311,0.461036483,0.144518089
ET254,42,0.646153846,0.210272024,-0.018803047,0.276595745,0.940524194,0.359375,0.246798336,0.014438382,1,0.005347594,0,0.005291303,0.003581516,19.45900263,3.162179146,23.62201571,0.438603573,0.527907732,0.156491881
ET255,44,0.676923077,0.217778347,-0.017777765,0.186170213,0.826704545,0.328125,0.144736842,0.008990518,1,0.005347594,0,0.005291303,0.002839008,22.97145574,3.537664798,34.38652587,0.638474434,0.592775926,0.108828278
ET256,29,0.446153846,0.114466133,-0.030535651,0.707446809,0.796875,0.5625,0.171124482,0.006428887,1,0.005347594,0,0.005291303,0.00097229,41.42434505,3.246287061,25.69475951,0.477089401,0.444894915,0.141208108
ET257,46,0.707692308,0.378215047,-0.013517064,0.10106383,0.978603604,0.296875,0.42530083,0.064205473,1,0.005347594,0.00226142,0.005291303,0.005881035,16.13703294,2.667109247,14.39828708,0.26734129,0.434096303,0.276377537
ET260,16,0.246153846,0.052838214,-0.059197612,0.925531915,0.958984375,0.765625,0.340599074,0.005658737,1,0.005347594,0,0.005291303,0.000742949,14.66327945,2.420560981,11.2521698,0.208925518,0.248490651,0.211560687
ET261,16,0.246153846,0.171051163,-0.051809302,0.914893617,0.9640625,0.765625,0.427267019,0.035421202,1,0.005347594,0,0.005291303,0.001610417,6.717374568,2.059795469,7.844365232,0.145650848,0.236218104,0.354693206
ET3,12,0.184615385,0.037381501,-0.080218208,0.984042553,0.95703125,0.828125,0.32596012,0.003920671,1.005319149,0.002673797,0,0.005277231,0.000384659,27.85244648,2.338371705,10.3643466,0.192440794,0.185752525,0.183017571
ET30,16,0.246153846,0.033822502,-0.060386094,0.930851064,0.901041667,0.765625,0.244780219,0.002713278,1,0.005347594,0,0.005291303,0.000628017,26.3869156,2.689178167,14.71957391,0.273306808,0.331001739,0.115359411
ET32,20,0.307692308,0.048737902,-0.047563105,0.856382979,0.954861111,0.703125,0.293857178,0.003784057,1,0.005347594,0,0.005291303,0.000912837,19.39183086,2.698138637,14.8520609,0.27576677,0.350995766,0.148963634
ET33,54,0.830769231,0.327162856,-0.012459947,0,0.803571429,0.171875,0.126257525,0.008369369,1,0.005347594,0,0.005291303,0.004071,25.16273138,3.694574729,40.22846094,0.746945007,0.624067936,0.084343946
ET34,41,0.630769231,0.171276134,-0.020212777,0.340425532,0.91796875,0.375,0.220295256,0.009335345,1,0.005347594,0,0.005291303,0.003009116,21.25893758,3.217439508,24.96411786,0.463523157,0.47427944,0.143278929
ET39,43,0.661538462,0.389775664,-0.014191264,0.218085106,0.957409274,0.34375,0.288468134,0.034990138,1,0.005347594,0,0.005291303,0.004663705,15.56506488,3.022214715,20.53672435,0.381317191,0.463167769,0.224843211
ET4,32,0.492307692,1.138342128,0.004323192,0.632978723,0.997899866,0.515625,0.880024107,0.867518286,1,0.005347594,0.001078523,0.005291303,0.003523845,7.111150069,0.73337055,2.082086571,0.038659301,0.113002292,0.855058983
ET41,32,0.492307692,0.260959259,-0.023095023,0.643617021,0.958333333,0.515625,0.309854505,0.02662641,1,0.005347594,0,0.005291303,0.002577124,15.15858789,2.793868177,16.34411963,0.303470684,0.410633563,0.232998486
ET45,50,0.769230769,0.35130097,-0.012973981,0.026595745,0.93018617,0.234375,0.226110302,0.022018688,1,0.005347594,0.000278329,0.005291303,0.005563089,18.51973824,3.289666863,26.8339228,0.498240902,0.519081931,0.160128665
ET47,36,0.553846154,0.430208359,-0.015827546,0.510638298,0.968541667,0.453125,0.372129714,0.083789248,1,0.005347594,0,0.005291303,0.004753823,12.07451237,2.532387774,12.58351688,0.233645407,0.313444494,0.343797605
ET48,21,0.323076923,0.066669448,-0.044444312,0.845744681,0.924479167,0.6875,0.234194233,0.004899085,1,0.005347594,0,0.005291303,0.000967256,22.16581377,2.876763656,17.75671325,0.329699123,0.377867345,0.160488203
ET49,38,0.584615385,0.164528032,-0.021986104,0.462765957,0.806640625,0.421875,0.158405356,0.007050282,1,0.005347594,0,0.005291303,0.002465282,21.04361184,3.402510587,30.03942204,0.557759253,0.590281477,0.108391143
ET53,36,0.553846154,0.194881062,-0.022364415,0.521276596,0.953725962,0.453125,0.274620665,0.018240759,1,0.005347594,0,0.005291303,0.002276396,19.66595888,3.037501753,20.85308195,0.387191185,0.433984623,0.213240646
ET54,39,0.6,0.360285078,-0.016402947,0.404255319,0.87109375,0.40625,0.184609136,0.01534432,1,0.005347594,0,0.005291303,0.003734462,15.08780242,3.274595933,26.43254281,0.490788248,0.47012051,0.165232998
ET55,51,0.784615385,0.646129256,-0.006938642,0.005319149,0.821180556,0.21875,0.147583304,0.02337684,1,0.005347594,0.034982431,0.005291303,0.008420405,14.81961064,3.533814306,34.25437542,0.63602072,0.571852443,0.126176625
ET57,42,0.646153846,0.363250931,-0.015160692,0.260638298,0.911005435,0.359375,0.211761998,0.027052038,1,0.005347594,0,0.005291303,0.003189734,19.02410673,3.229459901,25.26600713,0.469128509,0.508973374,0.179493312
ET58,44,0.676923077,0.35889371,-0.014570598,0.170212766,0.848090278,0.328125,0.158031088,0.017618809,1,0.005347594,0,0.005291303,0.004188005,17.8022735,3.476317428,32.34040665,0.60048296,0.58416118,0.132584167
ET59,49,0.753846154,0.748365629,-0.005135395,0.042553191,0.948022959,0.25,0.261217471,0.046897961,1,0.005347594,0.009254427,0.005291303,0.008050898,14.32289253,3.124513859,22.74883327,0.422390692,0.423067569,0.229399935
ET6,21,0.323076923,0.048263297,-0.045320795,0.840425532,0.875,0.6875,0.224059247,0.003082324,1,0.005347594,0,0.005291303,0.000995647,21.08439751,2.885275923,17.90850828,0.332517589,0.420065823,0.125560649
ET60,46,0.707692308,0.904935861,-0.002066612,0.085106383,0.973214286,0.296875,0.381768665,0.098558016,1,0.005347594,0.010907003,0.005291303,0.008484866,12.97052596,2.704115473,14.94109504,0.277419918,0.396743071,0.31536658
ET61,37,0.569230769,0.159270904,-0.022722408,0.484042553,0.926809211,0.4375,0.225608364,0.011909806,1,0.005347594,0,0.005291303,0.002522357,19.87589784,3.152396834,23.39206433,0.434333933,0.457799914,0.169228274
ET62,41,0.630769231,0.403670363,-0.014544625,0.335106383,0.896306818,0.375,0.206566702,0.030896705,1,0.005347594,0,0.005291303,0.003689727,17.28432451,3.232255673,25.33674397,0.47044192,0.492279501,0.173107049
ET64,41,0.630769231,0.106050716,-0.021803641,0.345744681,0.81875,0.375,0.13377784,0.004206482,1,0.005347594,0,0.005291303,0.001526152,50.90868183,3.572396205,35.60180023,0.661039133,0.591038713,0.089916935
ET66,16,0.246153846,0.048500612,-0.059468712,0.936170213,0.8671875,0.765625,0.233899853,0.00302044,1.005319149,0.002673797,0,0.005277231,0.00049087,47.84816885,2.725550396,15.2648133,0.283430582,0.223403216,0.147756576
ET68,31,0.476923077,0.101638889,-0.028979391,0.659574468,0.879464286,0.53125,0.185266755,0.004982737,1,0.005347594,0,0.005291303,0.001463008,25.21605487,3.231077807,25.30691824,0.469888129,0.500192022,0.128790263
ET69,20,0.307692308,0.033084953,-0.048345752,0.861702128,0.8125,0.703125,0.203632871,0.001742034,1,0.005347594,0,0.005291303,0.000702965,39.71125493,2.938182455,18.88149713,0.350583634,0.337039136,0.097058308
ET70,15,0.230769231,0.029432945,-0.06470447,0.95212766,0.9453125,0.78125,0.29338851,0.002559005,1,0.005347594,0,0.005291303,0.000758742,13.89653312,2.518878885,12.41467059,0.23051034,0.307281999,0.130713792
ET71,35,0.538461538,0.078586745,-0.026326093,0.590425532,0.875,0.46875,0.16177227,0.003021669,1,0.005347594,0,0.005291303,0.001358349,43.07419005,3.39173089,29.71734524,0.551779067,0.582246233,0.089464118
ET72,42,0.646153846,0.167163213,-0.019829447,0.265957447,0.934267241,0.359375,0.216697758,0.006462715,1,0.005347594,0,0.005291303,0.003755591,19.28068739,3.290508575,26.85651875,0.498660454,0.605465009,0.090566713
ET73,31,0.476923077,0.126185979,-0.028187549,0.654255319,0.903320313,0.53125,0.20840106,0.006790484,1,0.005347594,0,0.005291303,0.002932347,13.93199285,3.094251429,22.07071086,0.409799602,0.484491952,0.12852559
ET74,36,0.553846154,0.078193118,-0.025605747,0.537234043,0.770833333,0.453125,0.137322666,0.00238465,1,0.005347594,0,0.005291303,0.001203143,70.38098216,3.492296912,32.8613407,0.610155442,0.59964864,0.068378352
ET75,42,0.646153846,0.185962791,-0.019381838,0.271276596,0.877757353,0.359375,0.195629326,0.008971717,1,0.005347594,0,0.005291303,0.003632799,19.36909291,3.293017955,26.92399657,0.499913354,0.502199254,0.125966095
ET77,35,0.538461538,1.420585859,0.012016739,0.542553191,0.987521488,0.46875,0.569377229,0.33424411,1,0.005347594,0.226768257,0.005291303,0.03672214,6.13893848,1.870297863,6.490229313,0.120507826,0.320379933,0.50322087
ET78,31,0.476923077,0.201252554,-0.025766047,0.64893617,0.983865489,0.53125,0.504892029,0.049749909,1,0.005347594,0,0.005291303,0.004935575,10.59538125,2.185996346,8.899511127,0.16524235,0.381194057,0.306952759
ET79,39,0.6,0.15030563,-0.021787035,0.420212766,0.897460938,0.40625,0.192059875,0.00592572,1,0.005347594,0,0.005291303,0.002901136,19.94477395,3.284354119,26.69173905,0.495600894,0.53096925,0.10763184
ET81,42,0.646153846,0.313227759,-0.01635172,0.239361702,0.919588415,0.359375,0.210819911,0.018606388,1,0.005347594,0,0.005291303,0.005708613,14.3919383,3.213347061,24.8621623,0.461630089,0.499444316,0.157290847
ET82,51,0.784615385,0.331145558,-0.013114793,0.010638298,0.837171053,0.21875,0.1550449,0.011879131,1,0.005347594,0.006053648,0.005291303,0.004523768,21.01140488,3.530850779,34.15301193,0.634138646,0.551998928,0.111952196
ET83,44,0.676923077,0.367140581,-0.014383169,0.159574468,0.882291667,0.328125,0.178662903,0.01503885,1,0.005347594,0,0.005291303,0.005576092,15.30352168,3.363873901,28.90093364,0.536620283,0.510208714,0.136001012
ET84,37,0.569230769,0.118980465,-0.023811339,0.489361702,0.825,0.4375,0.139945665,0.004145407,1,0.005347594,0,0.005291303,0.001464833,39.84630021,3.490118629,32.78983729,0.608827797,0.563929173,0.099679467
ET85,39,0.6,0.413968627,-0.015026445,0.382978723,0.893554688,0.40625,0.206416515,0.022298063,1,0.005347594,0,0.005291303,0.00815376,10.94693899,3.171063206,23.83281008,0.442517513,0.473344301,0.162432057
ET86,25,0.384615385,1.28954101,0.01158164,0.755319149,0.950475934,0.625,0.309774232,0.126752994,1,0.005347594,0.009950249,0.005291303,0.031436898,4.290740078,2.563668852,12.98336408,0.2410696,0.372656637,0.330683613
ET87,36,0.553846154,0.096890835,-0.025086366,0.531914894,0.765625,0.453125,0.138162025,0.00307641,1,0.005347594,0,0.005291303,0.001574725,34.01816295,3.473488185,32.24903709,0.598786448,0.572802896,0.087369291
ET88,43,0.661538462,0.296067717,-0.016370518,0.212765957,0.936141304,0.34375,0.239465241,0.022204308,1,0.005347594,0,0.005291303,0.005479133,15.46275805,3.158835154,23.54315581,0.437139336,0.541404254,0.158155104
ET90,46,0.707692308,0.221850348,-0.016916297,0.122340426,0.822443182,0.296875,0.152124383,0.009128784,1,0.005347594,0,0.005291303,0.00317145,24.45090936,3.512028256,33.51617828,0.622314189,0.613917504,0.098982248
ET94,46,0.707692308,0.652096984,-0.007563109,0.090425532,0.894886364,0.296875,0.203455364,0.038633406,1,0.005347594,0.000104373,0.005291303,0.006191624,14.34386806,3.214913176,24.90112979,0.462353621,0.408526832,0.228115425
ET95,19,0.292307692,0.082577874,-0.048285375,0.882978723,0.880208333,0.71875,0.217889792,0.007249213,1,0.005347594,0,0.005291303,0.000646144,31.79179416,2.864738512,17.54446494,0.325758187,0.289453117,0.1768786
ET96,44,0.676923077,0.322291266,-0.015402471,0.164893617,0.936480978,0.328125,0.247477558,0.018441667,1,0.005347594,0.005775319,0.005291303,0.005205718,16.04545319,3.168941352,23.78229394,0.441579551,0.522864113,0.153786231
ET97,46,0.707692308,0.331156118,-0.014540084,0.095744681,0.973039216,0.296875,0.372612107,0.031413434,1,0.005347594,0.002783286,0.005291303,0.006136576,15.70822331,2.816660691,16.72092102,0.310466973,0.427853032,0.218611291
ET99,35,0.538461538,0.197390682,-0.022931695,0.569148936,0.905208333,0.46875,0.205486663,0.016876138,1,0.005347594,0,0.005291303,0.002275761,18.24445945,3.180533426,24.05958414,0.446728158,0.482854781,0.170834243
